timestamp,approach,device,cuda_available,model_name,question,rouge1,rouge2,rougeL,bert_score,retrieval_hit_at_k,faithfulness,context_utilization,answer_relevancy,judge_groundedness,quality_score,generation_time,retrieval_time,time_to_response,speed_chars_per_sec,cuda_used,domain_relevance,coherence
2026-08-12 22:09:30.536944+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What limitation or future work is mentioned in this text?,0.04,0.0,0.04,,0.0,0.2222222222222222,0.025157232704402517,0.2,,0.06832795059210152,3.4558195900026476,0.020256996154785156,3.4760765861574328,19.67695310157898,1.0,0.0,0.0
2026-08-12 22:08:39.192183+00:00,fine_tuned,cuda,True,/app/models/fine_tuned/adapter_cuda,What method or approach is described in this excerpt?,0.10526315789473685,0.0,0.07017543859649122,0.7961772680282593,,,,0.7777777777777778,,0.3168517910773875,275.9569077080014,0.0,275.9569077080014,1.44587792099118,1.0,0.0,0.20357142857142857
2026-08-12 22:08:37.938260+00:00,fine_tuned,cuda,True,/app/models/fine_tuned/adapter_cuda,Summarize the contribution of 'Automated Literature Review Using NLP Techniques and LLM-Based Retrieval-Augmented Generation'.,0.2,0.11320754716981132,0.14375000000000002,0.8535135388374329,,,,0.8571428571428571,,0.39361980068192837,528.0416115480002,0.0,528.0416115480002,3.567900632824919,1.0,0.038461538461538464,0.20973376669508384
2026-08-12 22:08:30.951741+00:00,fine_tuned,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.05,0.0,0.05,0.8033280968666077,,,,0.4444444444444444,,0.28212773266254526,109.22693499600064,0.0,109.22693499600064,1.5289269080571997,1.0,0.0,0.13636363636363635
2026-08-12 22:08:29.713969+00:00,fine_tuned,cuda,True,/app/models/fine_tuned/adapter_cuda,"According to this passage, what is the main claim or contribution?",0.04878048780487805,0.0,0.04878048780487805,0.8130505681037903,,,,0.18181818181818182,,0.2672880590918833,110.66793691500061,0.0,110.66793691500061,1.2198655162758463,1.0,0.0,0.1111111111111111
2026-08-12 22:08:28.222901+00:00,fine_tuned,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.058823529411764705,0.0,0.058823529411764705,0.8086450099945068,,,,0.4444444444444444,,0.2875684193265388,109.22693499600064,0.0,109.22693499600064,1.5289269080571997,1.0,0.0,0.13636363636363635
2026-08-12 22:08:27.064821+00:00,fine_tuned,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.030303030303030304,0.0,0.015151515151515152,0.7755041718482971,,,,0.375,,0.25622183374872665,199.49345310200079,0.0,199.49345310200079,1.1479073445227927,1.0,0.0,0.10714285714285714
2026-08-12 22:08:26.096064+00:00,fine_tuned,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.14545454545454545,0.0,0.10909090909090909,0.8349843621253967,,,,0.4444444444444444,,0.3232070119139741,109.22693499600064,0.0,109.22693499600064,1.5289269080571997,1.0,0.0,0.13636363636363635
2026-08-12 22:08:25.367884+00:00,fine_tuned,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.09836065573770493,0.0,0.09836065573770493,0.8212721943855286,,,,0.4444444444444444,,0.3087482424402645,109.22693499600064,0.0,109.22693499600064,1.5289269080571997,1.0,0.0,0.13636363636363635
2026-08-12 22:08:24.698606+00:00,fine_tuned,cuda,True,/app/models/fine_tuned/adapter_cuda,What is the paper 'MUST-RAG: MUSical Text Question Answering with Retrieval Augmented Generation' about?,0.17363344051446944,0.04530744336569579,0.090032154340836,0.8270712494850159,,,,0.7142857142857143,,0.3477810589587921,494.0062864419997,0.0,494.0062864419997,3.392669376884085,1.0,0.07692307692307693,0.20194759574790533
