timestamp,approach,device,cuda_available,model_name,question,rouge1,rouge2,rougeL,bert_score,retrieval_hit_at_k,faithfulness,context_utilization,answer_relevancy,judge_groundedness,quality_score,generation_time,retrieval_time,time_to_response,speed_chars_per_sec,cuda_used,domain_relevance,coherence
2026-08-12 17:50:40.863990+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What method or approach is described in this excerpt?,0.07246376811594203,0.0,0.057971014492753624,0.7583031058311462,0.0,0.5084745762711864,0.0898876404494382,0.0,,0.2576415938278124,8.372327646000485,0.010673999786376953,8.383001645786862,68.55918978209166,1.0,0.038461538461538464,1.0
2026-08-12 17:50:31.224402+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,Summarize the contribution of 'Automated Literature Review Using NLP Techniques and LLM-Based Retrieval-Augmented Generation'.,0.45161290322580644,0.26143790849673204,0.2838709677419355,0.8841192126274109,1.0,0.6455696202531646,0.24719101123595505,0.7142857142857143,,0.5927627071013681,7.071458977000475,0.013038396835327148,7.084497373835802,105.63590942542066,1.0,0.038461538461538464,0.1606060606060606
2026-08-12 17:50:23.017105+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.09032258064516129,0.0,0.051612903225806445,0.8146904110908508,0.0,0.4383561643835616,0.18620689655172415,1.0,,0.29334871116358674,5.697636333999981,0.010179996490478516,5.707816330490459,128.1233053860967,1.0,0.0,0.16820276497695852
2026-08-12 17:50:16.174155+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,"According to this passage, what is the main claim or contribution?",0.13333333333333333,0.0,0.06666666666666667,0.8105810284614563,0.0,0.625,0.24242424242424243,0.2727272727272727,,0.2998029636273951,6.008277010000711,0.016031503677368164,6.024308513678079,91.37394948438555,1.0,0.0,0.3747474747474747
2026-08-12 17:50:09.046114+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.05594405594405594,0.0,0.04195804195804196,0.8149614930152893,0.0,0.4383561643835616,0.18620689655172415,1.0,,0.2877759581723811,6.6521913759997915,0.010393381118774414,6.662584757118566,109.73827401204082,1.0,0.0,0.16820276497695852
2026-08-12 17:50:01.213812+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.07142857142857144,0.0,0.05952380952380952,0.7942544221878052,0.0,0.2916666666666667,0.06763285024154589,0.25,,0.2366890958783305,5.660532558999876,0.014415264129638672,5.674947823129514,90.09752963776057,1.0,0.15384615384615385,0.23444444444444446
2026-08-12 17:49:54.374955+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.046153846153846156,0.0,0.046153846153846156,0.8202288746833801,0.0,0.4383561643835616,0.18620689655172415,1.0,,0.28856329782072904,6.10485047200018,0.012430906295776367,6.1172813782959565,119.57704834019044,1.0,0.0,0.16820276497695852
2026-08-12 17:49:47.150201+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.10294117647058824,0.0,0.07352941176470588,0.821482241153717,0.0,0.4383561643835616,0.18620689655172415,1.0,,0.30033714652321775,6.028908166000292,0.015082120895385742,6.043990286895678,121.08328405411717,1.0,0.0,0.16820276497695852
2026-08-12 17:49:39.986052+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What is the paper 'MUST-RAG: MUSical Text Question Answering with Retrieval Augmented Generation' about?,0.25098039215686274,0.09486166007905138,0.1568627450980392,0.8478356599807739,1.0,0.7164179104477612,0.375,0.7857142857142857,,0.5374795357100125,12.782157765000193,0.015422582626342773,12.797580347626536,108.04122632419873,1.0,0.07692307692307693,0.20357142857142854
2026-08-12 17:49:26.039658+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,"According to this passage, what is the main claim or contribution?",0.07575757575757576,0.0,0.06060606060606061,0.8107373714447021,0.0,0.625,0.24242424242424243,0.2727272727272727,,0.292389547201851,5.642515955999443,0.013135433197021484,5.655651389196464,97.29702215839941,1.0,0.0,0.3747474747474747
2026-08-12 17:49:19.258534+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.07272727272727272,0.0,0.07272727272727272,0.8123014569282532,0.0,0.2916666666666667,0.06763285024154589,0.25,,0.24294448692156329,5.707372288999977,0.011141061782836914,5.718513350782814,89.35810985783094,1.0,0.15384615384615385,0.23444444444444446
2026-08-12 17:49:12.424468+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What method or approach is described in this excerpt?,0.03389830508474576,0.0,0.03389830508474576,0.774038553237915,0.0,0.5084745762711864,0.0898876404494382,0.0,,0.2518184922372225,8.551968615000078,0.012975931167602539,8.56494454616768,67.11904893958673,1.0,0.038461538461538464,1.0
2026-08-12 17:49:02.733466+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,Summarize the contribution of 'Lightweight and Direct Document Relevance Optimization for Generative Information Retrieval'.,0.2918918918918919,0.06557377049180328,0.1837837837837838,0.8456029295921326,0.0,0.5529411764705883,0.24120603015075376,0.7857142857142857,,0.3650430290576211,8.041042425999876,0.012150287628173828,8.05319271362805,109.18982309570686,1.0,0.07692307692307693,0.20125541125541124
