timestamp,approach,device,cuda_available,model_name,question,rouge1,rouge2,rougeL,bert_score,retrieval_hit_at_k,faithfulness,context_utilization,answer_relevancy,judge_groundedness,quality_score,generation_time,retrieval_time,time_to_response,speed_chars_per_sec,cuda_used,domain_relevance,coherence,prompt_chars,response_chars,prompt_tokens,completion_tokens,tokens_per_sec,context_chars,n_chunks_retrieved,cpu_threads,cpu_logical,peak_rss_mb,peak_gpu_mem_mb
2026-08-14 04:15:36.640252+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.1610738255033557,0.013605442176870748,0.09395973154362415,0.8119715452194214,0.0,0.4666666666666667,0.1897810218978102,1.0,,0.31513596220744555,3.850540801999159,0.13412761688232422,3.9846684188814834,155.56256401412645,1.0,0.0,0.21583850931677018,1193.0,599.0,297.0,128.0,33.24208379600699,975.0,4.0,28,32,,
2026-08-14 04:15:36.612747+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.07936507936507937,0.0,0.06349206349206349,0.8047080636024475,0.0,0.2,0.052132701421800945,0.25,,0.22600205653888272,3.6158718719998433,0.1262202262878418,3.742092098287685,128.87624796900442,1.0,0.15384615384615385,0.2111111111111111,1927.0,466.0,1150.0,119.0,32.91045817234233,1710.0,4.0,28,32,,
2026-08-14 04:15:36.587216+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,"According to this passage, what is the main claim or contribution?",0.1149425287356322,0.0,0.09195402298850576,0.7877813577651978,0.0,0.5428571428571428,0.18548387096774194,0.18181818181818182,,0.2880154210778636,2.226907873999153,0.13185787200927734,2.35876574600843,158.06670949879353,1.0,0.0,1.0,1185.0,352.0,299.0,72.0,32.33182694293504,955.0,4.0,28,32,,
2026-08-14 04:15:36.563470+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.12403100775193797,0.0,0.09302325581395349,0.8185476660728455,0.0,0.4666666666666667,0.1897810218978102,1.0,,0.3107341253916268,3.850540801999159,0.13412761688232422,3.9846684188814834,155.56256401412645,1.0,0.0,0.21583850931677018,1193.0,599.0,297.0,128.0,33.24208379600699,975.0,4.0,28,32,,
2026-08-14 04:15:36.535132+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What limitation or future work is mentioned in this text?,0.037037037037037035,0.0,0.037037037037037035,0.8221182227134705,0.0,0.2222222222222222,0.025157232704402517,0.2,,0.21490688467059801,0.45020998399922973,0.20271611213684082,0.6529260961360706,151.04063085397132,1.0,0.0,0.0,1560.0,68.0,388.0,12.0,26.654228974230236,1339.0,4.0,28,32,,
2026-08-14 04:15:36.486081+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.06666666666666667,0.0,0.03333333333333333,0.7589453458786011,0.0,0.2,0.052132701421800945,0.25,,0.20976759796420327,3.6158718719998433,0.1262202262878418,3.742092098287685,128.87624796900442,1.0,0.15384615384615385,0.2111111111111111,1927.0,466.0,1150.0,119.0,32.91045817234233,1710.0,4.0,28,32,,
2026-08-14 04:15:36.459091+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.11267605633802816,0.0,0.08450704225352111,0.7905235290527344,0.0,0.4666666666666667,0.1897810218978102,1.0,,0.3023506925156607,3.850540801999159,0.13412761688232422,3.9846684188814834,155.56256401412645,1.0,0.0,0.21583850931677018,1193.0,599.0,297.0,128.0,33.24208379600699,975.0,4.0,28,32,,
2026-08-14 04:15:36.431281+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.12857142857142856,0.028985507246376812,0.11428571428571428,0.786918044090271,0.0,0.4666666666666667,0.1897810218978102,1.0,,0.3123498899292793,3.850540801999159,0.13412761688232422,3.9846684188814834,155.56256401412645,1.0,0.0,0.21583850931677018,1193.0,599.0,297.0,128.0,33.24208379600699,975.0,4.0,28,32,,
2026-08-14 04:15:36.402072+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.13008130081300812,0.0,0.06504065040650406,0.8008376359939575,0.0,0.2,0.052132701421800945,0.25,,0.23106041612569136,3.6158718719998433,0.1262202262878418,3.742092098287685,128.87624796900442,1.0,0.15384615384615385,0.2111111111111111,1927.0,466.0,1150.0,119.0,32.91045817234233,1710.0,4.0,28,32,,
2026-08-14 04:15:36.371630+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,Summarize the contribution of 'Lightweight and Direct Document Relevance Optimization for Generative Information Retrieval'.,0.32857142857142857,0.08695652173913043,0.2,0.8468565940856934,0.0,0.6491228070175439,0.23626373626373626,0.7857142857142857,,0.3887545247162223,4.038307021000946,0.13224315643310547,4.170550177434052,142.63402881567706,1.0,0.07692307692307693,0.14603174603174604,2242.0,576.0,658.0,128.0,31.696450847928237,1954.0,4.0,28,32,,
2026-08-14 04:15:36.319226+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.13636363636363635,0.0,0.10606060606060606,0.8018330335617065,0.0,0.4666666666666667,0.1897810218978102,1.0,,0.3113551602324554,3.850540801999159,0.13412761688232422,3.9846684188814834,155.56256401412645,1.0,0.0,0.21583850931677018,1193.0,599.0,297.0,128.0,33.24208379600699,975.0,4.0,28,32,,
2026-08-14 04:15:36.253744+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.08695652173913043,0.0,0.08695652173913043,0.8105640411376953,0.0,0.2,0.052132701421800945,0.25,,0.23256382031955852,3.6158718719998433,0.1262202262878418,3.742092098287685,128.87624796900442,1.0,0.15384615384615385,0.2111111111111111,1927.0,466.0,1150.0,119.0,32.91045817234233,1710.0,4.0,28,32,,
2026-08-14 04:15:36.193228+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.0970873786407767,0.0,0.07766990291262137,0.8200121521949768,0.0,0.2,0.052132701421800945,0.25,,0.23369659672358423,3.6158718719998433,0.1262202262878418,3.742092098287685,128.87624796900442,1.0,0.15384615384615385,0.2111111111111111,1927.0,466.0,1150.0,119.0,32.91045817234233,1710.0,4.0,28,32,,
2026-08-14 04:15:36.132307+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What is the paper 'Riddle Me This! Stealthy Membership Inference for Retrieval-Augmented Generation' about?,0.31147540983606553,0.06666666666666667,0.16393442622950818,0.8325576782226562,0.0,0.574468085106383,0.1619047619047619,0.6428571428571429,,0.3564304463850529,3.4555112389989517,0.13722586631774902,3.5927371053167008,130.80553606618935,1.0,0.11538461538461539,0.06666666666666667,2118.0,452.0,721.0,113.0,32.70138401654734,1847.0,4.0,28,32,,
