timestamp,approach,device,cuda_available,model_name,question,rouge1,rouge2,rougeL,bert_score,retrieval_hit_at_k,faithfulness,context_utilization,answer_relevancy,judge_groundedness,quality_score,generation_time,retrieval_time,time_to_response,speed_chars_per_sec,cuda_used,domain_relevance,coherence,prompt_chars,response_chars,prompt_tokens,completion_tokens,tokens_per_sec,context_chars,n_chunks_retrieved,cpu_threads,cpu_logical,peak_rss_mb,peak_gpu_mem_mb
2026-08-14 19:21:56.178417+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.1610738255033557,0.013605442176870748,0.09395973154362415,0.8119715452194214,0.0,0.4666666666666667,0.1897810218978102,1.0,,0.31513596220744555,4.299425578999944,0.17138338088989258,4.470808959889837,139.32093694696042,1.0,0.0,0.21583850931677018,1193.0,599.0,297.0,128.0,29.77141891354079,975.0,4.0,28.0,32.0,8076.78125,8473.9248046875
2026-08-14 19:21:56.167413+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.07936507936507937,0.0,0.06349206349206349,0.8047080636024475,0.0,0.2,0.052132701421800945,0.25,,0.22600205653888272,4.134407898998688,0.22041106224060059,4.354818961239289,112.71263295352654,1.0,0.15384615384615385,0.2111111111111111,1927.0,466.0,1150.0,119.0,28.782839745643045,1710.0,4.0,28.0,32.0,8076.78125,8473.9248046875
2026-08-14 19:21:56.157372+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,"According to this passage, what is the main claim or contribution?",0.13223140495867766,0.0,0.09917355371900825,0.7841781377792358,0.0,0.6222222222222222,0.24427480916030533,0.2727272727272727,,0.30017684733767525,4.367448828999841,0.2429671287536621,4.610415957753503,114.4833104122485,1.0,0.0,0.3473304473304473,1185.0,500.0,299.0,128.0,29.307727465535617,955.0,4.0,28.0,32.0,8076.78125,8473.9248046875
2026-08-14 19:21:56.147428+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.12403100775193797,0.0,0.09302325581395349,0.8185476660728455,0.0,0.4666666666666667,0.1897810218978102,1.0,,0.3107341253916268,4.299425578999944,0.17138338088989258,4.470808959889837,139.32093694696042,1.0,0.0,0.21583850931677018,1193.0,599.0,297.0,128.0,29.77141891354079,975.0,4.0,28.0,32.0,8076.78125,8473.9248046875
2026-08-14 19:21:56.138167+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What limitation or future work is mentioned in this text?,0.037037037037037035,0.0,0.037037037037037035,0.8221182823181152,0.0,0.2222222222222222,0.025157232704402517,0.2,,0.21490689633237633,0.8369388840001193,0.16044020652770996,0.9973790905278292,81.248465449468,1.0,0.0,0.0,1560.0,68.0,388.0,12.0,14.33796449108259,1339.0,4.0,28.0,32.0,8076.78125,8473.9248046875
2026-08-14 19:21:56.128347+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.06666666666666667,0.0,0.03333333333333333,0.7589452266693115,0.0,0.2,0.052132701421800945,0.25,,0.20976757464064663,4.134407898998688,0.22041106224060059,4.354818961239289,112.71263295352654,1.0,0.15384615384615385,0.2111111111111111,1927.0,466.0,1150.0,119.0,28.782839745643045,1710.0,4.0,28.0,32.0,8076.78125,8473.9248046875
2026-08-14 19:21:56.119695+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.11267605633802816,0.0,0.08450704225352111,0.7905234694480896,0.0,0.4666666666666667,0.1897810218978102,1.0,,0.30235068085388245,4.299425578999944,0.17138338088989258,4.470808959889837,139.32093694696042,1.0,0.0,0.21583850931677018,1193.0,599.0,297.0,128.0,29.77141891354079,975.0,4.0,28.0,32.0,8076.78125,8473.9248046875
2026-08-14 19:21:56.106331+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What problem does this passage say the work addresses?,0.12857142857142856,0.028985507246376812,0.11428571428571428,0.7869179248809814,0.0,0.4666666666666667,0.1897810218978102,1.0,,0.3123498666057226,4.299425578999944,0.17138338088989258,4.470808959889837,139.32093694696042,1.0,0.0,0.21583850931677018,1193.0,599.0,297.0,128.0,29.77141891354079,975.0,4.0,28.0,32.0,8076.78125,8473.9248046875
2026-08-14 19:21:56.096790+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,What experimental result or finding is reported here?,0.13008130081300812,0.0,0.06504065040650406,0.8008376359939575,0.0,0.2,0.052132701421800945,0.25,,0.23106041612569136,4.134407898998688,0.22041106224060059,4.354818961239289,112.71263295352654,1.0,0.15384615384615385,0.2111111111111111,1927.0,466.0,1150.0,119.0,28.782839745643045,1710.0,4.0,28.0,32.0,8076.78125,8473.9248046875
2026-08-14 19:21:56.085412+00:00,fine_tuned_with_rag,cuda,True,/app/models/fine_tuned/adapter_cuda,Summarize the contribution of 'Lightweight and Direct Document Relevance Optimization for Generative Information Retrieval'.,0.32857142857142857,0.08695652173913043,0.2,0.8468567728996277,0.0,0.6491228070175439,0.23626373626373626,0.7857142857142857,,0.3887545597015573,5.2560540150007,0.17565321922302246,5.4317072342237225,109.58791487988985,1.0,0.07692307692307693,0.14603174603174604,2242.0,576.0,658.0,128.0,24.352869973308856,1954.0,4.0,28.0,32.0,8076.78125,8473.9248046875
