timestamp,approach,device,cuda_available,model_name,question,rouge1,rouge2,rougeL,bert_score,retrieval_hit_at_k,faithfulness,context_utilization,answer_relevancy,judge_groundedness,quality_score,generation_time,retrieval_time,time_to_response,speed_chars_per_sec,cuda_used,domain_relevance,coherence,prompt_chars,response_chars,prompt_tokens,completion_tokens,tokens_per_sec,context_chars,n_chunks_retrieved,cpu_threads,cpu_logical,peak_rss_mb,peak_gpu_mem_mb
2026-08-14 19:18:44.022411+00:00,fine_tuned_with_rag,cpu,False,/app/models/fine_tuned/adapter,What problem does this passage say the work addresses?,0.1487603305785124,0.0,0.09917355371900828,0.8194690942764282,0.0,0.6153846153846154,0.1984126984126984,0.3333333333333333,,0.3073635268910487,32.915230069000245,0.17493605613708496,33.09016612513733,12.577764127187663,0.0,0.0,0.10714285714285714,1193.0,414.0,297.0,87.0,2.6431533310756685,975.0,4.0,28.0,32.0,11803.69921875,0.0
2026-08-14 19:18:44.013623+00:00,fine_tuned_with_rag,cpu,False,/app/models/fine_tuned/adapter,What experimental result or finding is reported here?,0.07751937984496123,0.0,0.06201550387596899,0.8034987449645996,0.0,0.2127659574468085,0.05687203791469194,0.25,,0.22799009189991948,74.00577595999857,0.1744694709777832,74.18024543097636,6.499492691759478,0.0,0.15384615384615385,0.27735042735042736,1927.0,481.0,1150.0,128.0,1.729594728784227,1710.0,4.0,28.0,32.0,11803.69921875,0.0
2026-08-14 19:18:44.005420+00:00,fine_tuned_with_rag,cpu,False,/app/models/fine_tuned/adapter,"According to this passage, what is the main claim or contribution?",0.1149425287356322,0.0,0.09195402298850576,0.7879845499992371,0.0,0.5142857142857142,0.176,0.18181818181818182,,0.2836042644392218,28.51553185800003,0.21246671676635742,28.72799857476639,12.344149909350065,0.0,0.0,1.0,1185.0,352.0,299.0,72.0,2.5249397541852407,955.0,4.0,28.0,32.0,11803.69921875,0.0
2026-08-14 19:18:43.994207+00:00,fine_tuned_with_rag,cpu,False,/app/models/fine_tuned/adapter,What problem does this passage say the work addresses?,0.1386138613861386,0.0,0.07920792079207921,0.8262822031974792,0.0,0.6153846153846154,0.1984126984126984,0.3333333333333333,,0.3036873298907275,32.915230069000245,0.17493605613708496,33.09016612513733,12.577764127187663,0.0,0.0,0.10714285714285714,1193.0,414.0,297.0,87.0,2.6431533310756685,975.0,4.0,28.0,32.0,11803.69921875,0.0
2026-08-14 19:18:43.982633+00:00,fine_tuned_with_rag,cpu,False,/app/models/fine_tuned/adapter,What limitation or future work is mentioned in this text?,0.037037037037037035,0.0,0.037037037037037035,0.8221182823181152,0.0,0.2222222222222222,0.025157232704402517,0.2,,0.21490689633237633,16.256026578001183,0.19558358192443848,16.45161015992562,4.1830640269758455,0.0,0.0,0.0,1560.0,68.0,388.0,12.0,0.7381877694663257,1339.0,4.0,28.0,32.0,11803.69921875,0.0
2026-08-14 19:18:43.973464+00:00,fine_tuned_with_rag,cpu,False,/app/models/fine_tuned/adapter,What experimental result or finding is reported here?,0.06504065040650406,0.0,0.03252032520325203,0.7574701309204102,0.0,0.2127659574468085,0.05687203791469194,0.25,,0.21185731403808375,74.00577595999857,0.1744694709777832,74.18024543097636,6.499492691759478,0.0,0.15384615384615385,0.27735042735042736,1927.0,481.0,1150.0,128.0,1.729594728784227,1710.0,4.0,28.0,32.0,11803.69921875,0.0
2026-08-14 19:18:43.962512+00:00,fine_tuned_with_rag,cpu,False,/app/models/fine_tuned/adapter,What problem does this passage say the work addresses?,0.08771929824561403,0.0,0.07017543859649122,0.7959088683128357,0.0,0.6153846153846154,0.1984126984126984,0.3333333333333333,,0.29044547838149476,32.915230069000245,0.17493605613708496,33.09016612513733,12.577764127187663,0.0,0.0,0.10714285714285714,1193.0,414.0,297.0,87.0,2.6431533310756685,975.0,4.0,28.0,32.0,11803.69921875,0.0
2026-08-14 19:18:43.952188+00:00,fine_tuned_with_rag,cpu,False,/app/models/fine_tuned/adapter,What problem does this passage say the work addresses?,0.125,0.03636363636363637,0.10714285714285715,0.7935019731521606,0.0,0.6153846153846154,0.1984126984126984,0.3333333333333333,,0.3052121392741323,32.915230069000245,0.17493605613708496,33.09016612513733,12.577764127187663,0.0,0.0,0.10714285714285714,1193.0,414.0,297.0,87.0,2.6431533310756685,975.0,4.0,28.0,32.0,11803.69921875,0.0
2026-08-14 19:18:43.941927+00:00,fine_tuned_with_rag,cpu,False,/app/models/fine_tuned/adapter,What experimental result or finding is reported here?,0.1111111111111111,0.0,0.0634920634920635,0.799746572971344,0.0,0.2127659574468085,0.05687203791469194,0.25,,0.23119613852896947,74.00577595999857,0.1744694709777832,74.18024543097636,6.499492691759478,0.0,0.15384615384615385,0.27735042735042736,1927.0,481.0,1150.0,128.0,1.729594728784227,1710.0,4.0,28.0,32.0,11803.69921875,0.0
2026-08-14 19:18:43.931719+00:00,fine_tuned_with_rag,cpu,False,/app/models/fine_tuned/adapter,Summarize the contribution of 'Lightweight and Direct Document Relevance Optimization for Generative Information Retrieval'.,0.32857142857142857,0.08695652173913043,0.2,0.8477766513824463,0.0,0.6607142857142857,0.23626373626373626,0.7857142857142857,,0.39055352906146806,56.153677084001174,0.1722545623779297,56.325931646379104,10.293181675981087,0.0,0.07692307692307693,0.13269841269841268,2242.0,578.0,658.0,128.0,2.279458917864324,1954.0,4.0,28.0,32.0,11803.69921875,0.0
